"کد کالا","نام کالا","کد شاخص","کد تولیدکننده","موجودی دوره کل","موجودی فعلی کل","تعداد در کارتن",برند,"کد گروه","نام گروه"
1100011,Updated,4111286,400015,150,151,1,متفرقه,70,متفرقه
